Case,Item_Type,date,price_usd,volume
Chroma Case,Case,2015-01-09T01:00:00Z,10.129,74129
Chroma Case,Case,2015-01-10T01:00:00Z,5.953,87686
Chroma Case,Case,2015-01-11T01:00:00Z,4.544,86192
Chroma Case,Case,2015-01-12T01:00:00Z,4.263,65737
Chroma Case,Case,2015-01-13T01:00:00Z,3.961,64090
Chroma Case,Case,2015-01-14T01:00:00Z,3.446,67710
Chroma Case,Case,2015-01-15T01:00:00Z,3.301,63915
Chroma Case,Case,2015-01-16T01:00:00Z,2.929,73142
Chroma Case,Case,2015-01-17T01:00:00Z,2.501,86983
Chroma Case,Case,2015-01-18T01:00:00Z,2,90765
Chroma Case,Case,2015-01-19T01:00:00Z,2.101,73073
Chroma Case,Case,2015-01-20T01:00:00Z,2.06,67436
Chroma Case,Case,2015-01-21T01:00:00Z,1.917,65931
Chroma Case,Case,2015-01-22T01:00:00Z,1.813,73193
Chroma Case,Case,2015-01-23T01:00:00Z,1.924,81161
Chroma Case,Case,2015-01-24T01:00:00Z,1.766,84206
Chroma Case,Case,2015-01-25T01:00:00Z,1.483,95932
Chroma Case,Case,2015-01-26T01:00:00Z,1.488,79298
Chroma Case,Case,2015-01-27T01:00:00Z,1.498,77197
Chroma Case,Case,2015-01-28T01:00:00Z,1.459,72583
Chroma Case,Case,2015-01-29T01:00:00Z,1.372,79614
Chroma Case,Case,2015-01-30T01:00:00Z,1.333,96233
Chroma Case,Case,2015-01-31T01:00:00Z,1.287,106019
Chroma Case,Case,2015-02-01T01:00:00Z,1.089,104071
Chroma Case,Case,2015-02-02T01:00:00Z,1.098,89433
Chroma Case,Case,2015-02-03T01:00:00Z,1.156,84973
Chroma Case,Case,2015-02-04T01:00:00Z,1.194,81762
Chroma Case,Case,2015-02-05T01:00:00Z,1.199,78297
Chroma Case,Case,2015-02-06T01:00:00Z,1.165,85512
Chroma Case,Case,2015-02-07T01:00:00Z,1.061,97339
Chroma Case,Case,2015-02-08T01:00:00Z,0.949,101036
Chroma Case,Case,2015-02-09T01:00:00Z,0.902,82523
Chroma Case,Case,2015-02-10T01:00:00Z,0.892,79492
Chroma Case,Case,2015-02-11T01:00:00Z,0.876,79570
Chroma Case,Case,2015-02-12T01:00:00Z,0.88,87289
Chroma Case,Case,2015-02-13T01:00:00Z,0.91,95512
Chroma Case,Case,2015-02-14T01:00:00Z,0.899,100599
Chroma Case,Case,2015-02-15T01:00:00Z,0.819,99018
Chroma Case,Case,2015-02-16T01:00:00Z,0.735,87867
Chroma Case,Case,2015-02-17T01:00:00Z,0.713,85932
Chroma Case,Case,2015-02-18T01:00:00Z,0.736,87819
Chroma Case,Case,2015-02-19T01:00:00Z,0.762,85550
Chroma Case,Case,2015-02-20T01:00:00Z,0.798,95582
Chroma Case,Case,2015-02-21T01:00:00Z,0.771,97533
Chroma Case,Case,2015-02-22T01:00:00Z,0.649,99335
Chroma Case,Case,2015-02-23T01:00:00Z,0.624,90372
Chroma Case,Case,2015-02-24T01:00:00Z,0.688,91087
Chroma Case,Case,2015-02-25T01:00:00Z,0.759,94915
Chroma Case,Case,2015-02-26T01:00:00Z,0.818,87212
Chroma Case,Case,2015-02-27T01:00:00Z,0.859,107615
Chroma Case,Case,2015-02-28T01:00:00Z,0.818,107988
Chroma Case,Case,2015-03-01T01:00:00Z,0.748,103956
Chroma Case,Case,2015-03-02T01:00:00Z,0.742,86938
Chroma Case,Case,2015-03-03T01:00:00Z,0.769,85271
Chroma Case,Case,2015-03-04T01:00:00Z,0.784,78965
Chroma Case,Case,2015-03-05T01:00:00Z,0.753,81170
Chroma Case,Case,2015-03-06T01:00:00Z,0.717,94547
Chroma Case,Case,2015-03-07T01:00:00Z,0.651,105774
Chroma Case,Case,2015-03-08T01:00:00Z,0.596,101855
Chroma Case,Case,2015-03-09T01:00:00Z,0.548,85613
Chroma Case,Case,2015-03-10T01:00:00Z,0.585,82941
Chroma Case,Case,2015-03-11T01:00:00Z,0.599,73926
Chroma Case,Case,2015-03-12T01:00:00Z,0.522,82693
Chroma Case,Case,2015-03-13T01:00:00Z,0.561,97582
Chroma Case,Case,2015-03-14T01:00:00Z,0.527,114896
Chroma Case,Case,2015-03-15T01:00:00Z,0.444,115346
Chroma Case,Case,2015-03-16T01:00:00Z,0.402,95124
Chroma Case,Case,2015-03-17T01:00:00Z,0.431,88471
Chroma Case,Case,2015-03-18T01:00:00Z,0.431,85070
Chroma Case,Case,2015-03-19T01:00:00Z,0.444,91613
Chroma Case,Case,2015-03-20T01:00:00Z,0.461,103536
Chroma Case,Case,2015-03-21T01:00:00Z,0.435,112947
Chroma Case,Case,2015-03-22T01:00:00Z,0.381,109970
Chroma Case,Case,2015-03-23T01:00:00Z,0.363,97483
Chroma Case,Case,2015-03-24T01:00:00Z,0.367,97454
Chroma Case,Case,2015-03-25T01:00:00Z,0.404,106436
Chroma Case,Case,2015-03-26T01:00:00Z,0.441,100462
Chroma Case,Case,2015-03-27T01:00:00Z,0.454,115380
Chroma Case,Case,2015-03-28T01:00:00Z,0.449,123943
Chroma Case,Case,2015-03-29T01:00:00Z,0.411,117241
Chroma Case,Case,2015-03-30T01:00:00Z,0.403,109534
Chroma Case,Case,2015-03-31T01:00:00Z,0.426,112262
Chroma Case,Case,2015-04-01T01:00:00Z,0.465,127063
Chroma Case,Case,2015-04-02T01:00:00Z,0.479,110801
Chroma Case,Case,2015-04-03T01:00:00Z,0.475,113899
Chroma Case,Case,2015-04-04T01:00:00Z,0.449,117739
Chroma Case,Case,2015-04-05T01:00:00Z,0.433,121149
Chroma Case,Case,2015-04-06T01:00:00Z,0.454,111708
Chroma Case,Case,2015-04-07T01:00:00Z,0.439,106270
Chroma Case,Case,2015-04-08T01:00:00Z,0.44,108838
Chroma Case,Case,2015-04-09T01:00:00Z,0.456,108132
Chroma Case,Case,2015-04-10T01:00:00Z,0.453,107617
Chroma Case,Case,2015-04-11T01:00:00Z,0.451,129525
Chroma Case,Case,2015-04-12T01:00:00Z,0.426,114412
Chroma Case,Case,2015-04-13T01:00:00Z,0.419,96417
Chroma Case,Case,2015-04-14T01:00:00Z,0.393,85543
Chroma Case,Case,2015-04-15T01:00:00Z,0.353,91353
Chroma Case,Case,2015-04-16T01:00:00Z,0.264,125764
Chroma Case,Case,2015-04-17T01:00:00Z,0.207,119586
Chroma Case,Case,2015-04-18T01:00:00Z,0.186,139038
Chroma Case,Case,2015-04-19T01:00:00Z,0.157,112362
Chroma Case,Case,2015-04-20T01:00:00Z,0.161,111936
Chroma Case,Case,2015-04-21T01:00:00Z,0.159,97553
Chroma Case,Case,2015-04-22T01:00:00Z,0.156,94291
Chroma Case,Case,2015-04-23T01:00:00Z,0.156,101250
Chroma Case,Case,2015-04-24T01:00:00Z,0.161,114779
Chroma Case,Case,2015-04-25T01:00:00Z,0.156,123638
Chroma Case,Case,2015-04-26T01:00:00Z,0.136,108597
Chroma Case,Case,2015-04-27T01:00:00Z,0.129,96070
Chroma Case,Case,2015-04-28T01:00:00Z,0.129,93680
Chroma Case,Case,2015-04-29T01:00:00Z,0.136,96990
Chroma Case,Case,2015-04-30T01:00:00Z,0.136,113738
Chroma Case,Case,2015-05-01T01:00:00Z,0.129,140549
Chroma Case,Case,2015-05-02T01:00:00Z,0.139,121723
Chroma Case,Case,2015-05-03T01:00:00Z,0.116,102435
Chroma Case,Case,2015-05-04T01:00:00Z,0.106,96830
Chroma Case,Case,2015-05-05T01:00:00Z,0.105,88723
Chroma Case,Case,2015-05-06T01:00:00Z,0.105,85254
Chroma Case,Case,2015-05-07T01:00:00Z,0.104,84765
Chroma Case,Case,2015-05-08T01:00:00Z,0.104,106355
Chroma Case,Case,2015-05-09T01:00:00Z,0.101,112383
Chroma Case,Case,2015-05-10T01:00:00Z,0.09,97481
Chroma Case,Case,2015-05-11T01:00:00Z,0.082,84184
Chroma Case,Case,2015-05-12T01:00:00Z,0.082,81381
Chroma Case,Case,2015-05-13T01:00:00Z,0.081,85830
Chroma Case,Case,2015-05-14T01:00:00Z,0.083,90318
Chroma Case,Case,2015-05-15T01:00:00Z,0.09,102606
Chroma Case,Case,2015-05-16T01:00:00Z,0.084,109916
Chroma Case,Case,2015-05-17T01:00:00Z,0.077,105035
Chroma Case,Case,2015-05-18T01:00:00Z,0.07,80908
Chroma Case,Case,2015-05-19T01:00:00Z,0.068,91937
Chroma Case,Case,2015-05-20T01:00:00Z,0.066,82150
Chroma Case,Case,2015-05-21T01:00:00Z,0.065,86136
Chroma Case,Case,2015-05-22T01:00:00Z,0.062,103310
Chroma Case,Case,2015-05-23T01:00:00Z,0.061,107622
Chroma Case,Case,2015-05-24T01:00:00Z,0.052,106586
Chroma Case,Case,2015-05-25T01:00:00Z,0.055,97663
Chroma Case,Case,2015-05-26T01:00:00Z,0.058,97977
Chroma Case,Case,2015-05-27T01:00:00Z,0.036,91803
Chroma Case,Case,2015-05-28T01:00:00Z,0.036,91867
Chroma Case,Case,2015-05-29T01:00:00Z,0.041,101753
Chroma Case,Case,2015-05-30T01:00:00Z,0.044,110340
Chroma Case,Case,2015-05-31T01:00:00Z,0.043,110245
Chroma Case,Case,2015-06-01T01:00:00Z,0.046,109124
Chroma Case,Case,2015-06-02T01:00:00Z,0.043,107592
Chroma Case,Case,2015-06-03T01:00:00Z,0.039,100587
Chroma Case,Case,2015-06-04T01:00:00Z,0.036,102959
Chroma Case,Case,2015-06-05T01:00:00Z,0.035,101697
Chroma Case,Case,2015-06-06T01:00:00Z,0.039,93102
Chroma Case,Case,2015-06-07T01:00:00Z,0.039,86822
Chroma Case,Case,2015-06-08T01:00:00Z,0.037,81799
Chroma Case,Case,2015-06-09T01:00:00Z,0.035,81892
Chroma Case,Case,2015-06-10T01:00:00Z,0.035,88942
Chroma Case,Case,2015-06-11T01:00:00Z,0.034,75422
Chroma Case,Case,2015-06-12T01:00:00Z,0.03,92665
Chroma Case,Case,2015-06-13T01:00:00Z,0.032,86942
Chroma Case,Case,2015-06-14T01:00:00Z,0.03,87948
Chroma Case,Case,2015-06-15T01:00:00Z,0.03,71338
Chroma Case,Case,2015-06-16T01:00:00Z,0.03,72383
Chroma Case,Case,2015-06-17T01:00:00Z,0.03,69315
Chroma Case,Case,2015-06-18T01:00:00Z,0.03,68252
Chroma Case,Case,2015-06-19T01:00:00Z,0.03,66410
Chroma Case,Case,2015-06-20T01:00:00Z,0.03,69167
Chroma Case,Case,2015-06-21T01:00:00Z,0.03,63549
Chroma Case,Case,2015-06-22T01:00:00Z,0.03,60445
Chroma Case,Case,2015-06-23T01:00:00Z,0.03,55952
Chroma Case,Case,2015-06-24T01:00:00Z,0.03,62471
Chroma Case,Case,2015-06-25T01:00:00Z,0.03,63908
Chroma Case,Case,2015-06-26T01:00:00Z,0.03,67835
Chroma Case,Case,2015-06-27T01:00:00Z,0.03,68250
Chroma Case,Case,2015-06-28T01:00:00Z,0.03,66352
Chroma Case,Case,2015-06-29T01:00:00Z,0.03,66821
Chroma Case,Case,2015-06-30T01:00:00Z,0.03,75965
Chroma Case,Case,2015-07-01T01:00:00Z,0.03,76036
Chroma Case,Case,2015-07-02T01:00:00Z,0.03,74451
Chroma Case,Case,2015-07-03T01:00:00Z,0.03,74878
Chroma Case,Case,2015-07-04T01:00:00Z,0.03,65848
Chroma Case,Case,2015-07-05T01:00:00Z,0.03,60233
Chroma Case,Case,2015-07-06T01:00:00Z,0.03,70069
Chroma Case,Case,2015-07-07T01:00:00Z,0.03,65839
Chroma Case,Case,2015-07-08T01:00:00Z,0.03,61662
Chroma Case,Case,2015-07-09T01:00:00Z,0.03,65571
Chroma Case,Case,2015-07-10T01:00:00Z,0.03,67290
Chroma Case,Case,2015-07-11T01:00:00Z,0.03,73722
Chroma Case,Case,2015-07-12T01:00:00Z,0.03,71548
Chroma Case,Case,2015-07-13T01:00:00Z,0.03,68556
Chroma Case,Case,2015-07-14T01:00:00Z,0.03,67135
Chroma Case,Case,2015-07-15T01:00:00Z,0.03,69881
Chroma Case,Case,2015-07-16T01:00:00Z,0.03,70163
Chroma Case,Case,2015-07-17T01:00:00Z,0.03,72024
Chroma Case,Case,2015-07-18T01:00:00Z,0.03,70206
Chroma Case,Case,2015-07-19T01:00:00Z,0.03,69525
Chroma Case,Case,2015-07-20T01:00:00Z,0.03,71515
Chroma Case,Case,2015-07-21T01:00:00Z,0.03,75191
Chroma Case,Case,2015-07-22T01:00:00Z,0.03,62795
Chroma Case,Case,2015-07-23T01:00:00Z,0.03,69408
Chroma Case,Case,2015-07-24T01:00:00Z,0.03,72848
Chroma Case,Case,2015-07-25T01:00:00Z,0.03,71608
Chroma Case,Case,2015-07-26T01:00:00Z,0.03,62465
Chroma Case,Case,2015-07-27T01:00:00Z,0.03,69929
Chroma Case,Case,2015-07-28T01:00:00Z,0.03,66575
Chroma Case,Case,2015-07-29T01:00:00Z,0.03,65589
Chroma Case,Case,2015-07-30T01:00:00Z,0.03,65430
Chroma Case,Case,2015-07-31T01:00:00Z,0.03,68485
Chroma Case,Case,2015-08-01T01:00:00Z,0.03,71711
Chroma Case,Case,2015-08-02T01:00:00Z,0.03,74523
Chroma Case,Case,2015-08-03T01:00:00Z,0.03,65100
Chroma Case,Case,2015-08-04T01:00:00Z,0.03,66546
Chroma Case,Case,2015-08-05T01:00:00Z,0.03,67344
Chroma Case,Case,2015-08-06T01:00:00Z,0.03,66487
Chroma Case,Case,2015-08-07T01:00:00Z,0.03,69446
Chroma Case,Case,2015-08-08T01:00:00Z,0.03,71051
Chroma Case,Case,2015-08-09T01:00:00Z,0.03,65163
Chroma Case,Case,2015-08-10T01:00:00Z,0.03,71875
Chroma Case,Case,2015-08-11T01:00:00Z,0.03,61375
Chroma Case,Case,2015-08-12T01:00:00Z,0.03,68117
Chroma Case,Case,2015-08-13T01:00:00Z,0.03,61408
Chroma Case,Case,2015-08-14T01:00:00Z,0.03,63278
Chroma Case,Case,2015-08-15T01:00:00Z,0.03,58427
Chroma Case,Case,2015-08-16T01:00:00Z,0.03,57861
Chroma Case,Case,2015-08-17T01:00:00Z,0.03,54504
Chroma Case,Case,2015-08-18T01:00:00Z,0.03,53844
Chroma Case,Case,2015-08-19T01:00:00Z,0.03,67889
Chroma Case,Case,2015-08-20T01:00:00Z,0.03,64668
Chroma Case,Case,2015-08-21T01:00:00Z,0.03,70445
Chroma Case,Case,2015-08-22T01:00:00Z,0.03,61971
Chroma Case,Case,2015-08-23T01:00:00Z,0.03,60754
Chroma Case,Case,2015-08-24T01:00:00Z,0.03,67673
Chroma Case,Case,2015-08-25T01:00:00Z,0.03,62692
Chroma Case,Case,2015-08-26T01:00:00Z,0.03,65489
Chroma Case,Case,2015-08-27T01:00:00Z,0.03,67708
Chroma Case,Case,2015-08-28T01:00:00Z,0.03,70835
Chroma Case,Case,2015-08-29T01:00:00Z,0.03,70350
Chroma Case,Case,2015-08-30T01:00:00Z,0.03,74974
Chroma Case,Case,2015-08-31T01:00:00Z,0.03,67217
Chroma Case,Case,2015-09-01T01:00:00Z,0.03,73737
Chroma Case,Case,2015-09-02T01:00:00Z,0.03,68672
Chroma Case,Case,2015-09-03T01:00:00Z,0.03,74944
Chroma Case,Case,2015-09-04T01:00:00Z,0.03,74390
Chroma Case,Case,2015-09-05T01:00:00Z,0.03,80744
Chroma Case,Case,2015-09-06T01:00:00Z,0.03,73110
Chroma Case,Case,2015-09-07T01:00:00Z,0.03,73035
Chroma Case,Case,2015-09-08T01:00:00Z,0.03,86441
Chroma Case,Case,2015-09-09T01:00:00Z,0.03,57446
Chroma Case,Case,2015-09-10T01:00:00Z,0.03,74220
Chroma Case,Case,2015-09-11T01:00:00Z,0.03,71522
Chroma Case,Case,2015-09-12T01:00:00Z,0.03,77601
Chroma Case,Case,2015-09-13T01:00:00Z,0.03,80378
Chroma Case,Case,2015-09-14T01:00:00Z,0.03,64413
Chroma Case,Case,2015-09-15T01:00:00Z,0.03,60444
Chroma Case,Case,2015-09-16T01:00:00Z,0.03,77071
Chroma Case,Case,2015-09-17T01:00:00Z,0.03,77552
Chroma Case,Case,2015-09-18T01:00:00Z,0.03,152595
Chroma Case,Case,2015-09-19T01:00:00Z,0.03,151635
Chroma Case,Case,2015-09-20T01:00:00Z,0.03,128117
Chroma Case,Case,2015-09-21T01:00:00Z,0.03,109600
Chroma Case,Case,2015-09-22T01:00:00Z,0.03,95045
Chroma Case,Case,2015-09-23T01:00:00Z,0.03,87208
Chroma Case,Case,2015-09-24T01:00:00Z,0.03,80629
Chroma Case,Case,2015-09-25T01:00:00Z,0.03,89070
Chroma Case,Case,2015-09-26T01:00:00Z,0.03,78555
Chroma Case,Case,2015-09-27T01:00:00Z,0.03,68169
Chroma Case,Case,2015-09-28T01:00:00Z,0.03,65924
Chroma Case,Case,2015-09-29T01:00:00Z,0.03,58249
Chroma Case,Case,2015-09-30T01:00:00Z,0.03,55835
Chroma Case,Case,2015-10-01T01:00:00Z,0.03,52381
Chroma Case,Case,2015-10-02T01:00:00Z,0.03,65820
Chroma Case,Case,2015-10-03T01:00:00Z,0.03,72520
Chroma Case,Case,2015-10-04T01:00:00Z,0.03,64921
Chroma Case,Case,2015-10-05T01:00:00Z,0.03,64446
Chroma Case,Case,2015-10-06T01:00:00Z,0.03,70005
Chroma Case,Case,2015-10-07T01:00:00Z,0.031,80480
Chroma Case,Case,2015-10-08T01:00:00Z,0.03,183590
Chroma Case,Case,2015-10-09T01:00:00Z,0.03,144475
Chroma Case,Case,2015-10-10T01:00:00Z,0.03,119137
Chroma Case,Case,2015-10-11T01:00:00Z,0.03,113881
Chroma Case,Case,2015-10-12T01:00:00Z,0.03,292085
Chroma Case,Case,2015-10-13T01:00:00Z,0.03,294339
Chroma Case,Case,2015-10-14T01:00:00Z,0.043,158872
Chroma Case,Case,2015-10-15T01:00:00Z,0.041,118899
Chroma Case,Case,2015-10-16T01:00:00Z,0.042,65717
Chroma Case,Case,2015-10-17T01:00:00Z,0.037,76070
Chroma Case,Case,2015-10-18T01:00:00Z,0.034,63529
Chroma Case,Case,2015-10-19T01:00:00Z,0.035,51039
Chroma Case,Case,2015-10-20T01:00:00Z,0.034,54406
Chroma Case,Case,2015-10-21T01:00:00Z,0.034,66605
Chroma Case,Case,2015-10-22T01:00:00Z,0.032,46277
Chroma Case,Case,2015-10-23T01:00:00Z,0.031,63021
Chroma Case,Case,2015-10-24T01:00:00Z,0.03,64324
Chroma Case,Case,2015-10-25T01:00:00Z,0.03,65161
Chroma Case,Case,2015-10-26T01:00:00Z,0.03,51328
Chroma Case,Case,2015-10-27T01:00:00Z,0.03,51611
Chroma Case,Case,2015-10-28T01:00:00Z,0.03,53222
Chroma Case,Case,2015-10-29T01:00:00Z,0.03,53002
Chroma Case,Case,2015-10-30T01:00:00Z,0.032,55659
Chroma Case,Case,2015-10-31T01:00:00Z,0.033,66730
Chroma Case,Case,2015-11-01T01:00:00Z,0.031,78425
Chroma Case,Case,2015-11-02T01:00:00Z,0.03,56324
Chroma Case,Case,2015-11-03T01:00:00Z,0.032,38862
Chroma Case,Case,2015-11-04T01:00:00Z,0.03,42254
Chroma Case,Case,2015-11-05T01:00:00Z,0.03,40733
Chroma Case,Case,2015-11-06T01:00:00Z,0.03,39479
Chroma Case,Case,2015-11-07T01:00:00Z,0.03,45094
Chroma Case,Case,2015-11-08T01:00:00Z,0.03,42020
Chroma Case,Case,2015-11-09T01:00:00Z,0.03,35526
Chroma Case,Case,2015-11-10T01:00:00Z,0.03,31841
Chroma Case,Case,2015-11-11T01:00:00Z,0.03,28421
Chroma Case,Case,2015-11-12T01:00:00Z,0.03,31008
Chroma Case,Case,2015-11-13T01:00:00Z,0.03,48223
Chroma Case,Case,2015-11-14T01:00:00Z,0.03,45880
Chroma Case,Case,2015-11-15T01:00:00Z,0.03,46644
Chroma Case,Case,2015-11-16T01:00:00Z,0.031,61945
Chroma Case,Case,2015-11-17T01:00:00Z,0.033,99011
Chroma Case,Case,2015-11-18T01:00:00Z,0.036,72163
Chroma Case,Case,2015-11-19T01:00:00Z,0.032,59506
Chroma Case,Case,2015-11-20T01:00:00Z,0.037,65609
Chroma Case,Case,2015-11-21T01:00:00Z,0.036,65855
Chroma Case,Case,2015-11-22T01:00:00Z,0.036,57665
Chroma Case,Case,2015-11-23T01:00:00Z,0.036,44217
Chroma Case,Case,2015-11-24T01:00:00Z,0.039,45287
Chroma Case,Case,2015-11-25T01:00:00Z,0.037,48395
Chroma Case,Case,2015-11-26T01:00:00Z,0.034,61111
Chroma Case,Case,2015-11-27T01:00:00Z,0.034,66273
Chroma Case,Case,2015-11-28T01:00:00Z,0.033,61967
Chroma Case,Case,2015-11-29T01:00:00Z,0.03,57509
Chroma Case,Case,2015-11-30T01:00:00Z,0.031,46843
Chroma Case,Case,2015-12-01T01:00:00Z,0.032,53579
Chroma Case,Case,2015-12-02T01:00:00Z,0.032,50489
Chroma Case,Case,2015-12-03T01:00:00Z,0.034,40601
Chroma Case,Case,2015-12-04T01:00:00Z,0.034,50041
Chroma Case,Case,2015-12-05T01:00:00Z,0.033,46572
Chroma Case,Case,2015-12-06T01:00:00Z,0.035,46260
Chroma Case,Case,2015-12-07T01:00:00Z,0.036,43145
Chroma Case,Case,2015-12-08T01:00:00Z,0.035,38480
Chroma Case,Case,2015-12-09T01:00:00Z,0.033,47185
Chroma Case,Case,2015-12-10T01:00:00Z,0.037,50106
Chroma Case,Case,2015-12-11T01:00:00Z,0.038,44144
Chroma Case,Case,2015-12-12T01:00:00Z,0.037,46760
Chroma Case,Case,2015-12-13T01:00:00Z,0.037,45173
Chroma Case,Case,2015-12-14T01:00:00Z,0.039,34952
Chroma Case,Case,2015-12-15T01:00:00Z,0.038,36627
Chroma Case,Case,2015-12-16T01:00:00Z,0.038,36911
Chroma Case,Case,2015-12-17T01:00:00Z,0.042,27517
Chroma Case,Case,2015-12-18T01:00:00Z,0.043,31515
Chroma Case,Case,2015-12-19T01:00:00Z,0.038,36291
Chroma Case,Case,2015-12-20T01:00:00Z,0.037,34296
Chroma Case,Case,2015-12-21T01:00:00Z,0.043,31276
Chroma Case,Case,2015-12-22T01:00:00Z,0.043,33116
Chroma Case,Case,2015-12-23T01:00:00Z,0.038,40226
Chroma Case,Case,2015-12-24T01:00:00Z,0.042,38276
Chroma Case,Case,2015-12-25T01:00:00Z,0.046,41402
Chroma Case,Case,2015-12-26T01:00:00Z,0.041,53271
Chroma Case,Case,2015-12-27T01:00:00Z,0.039,45442
Chroma Case,Case,2015-12-28T01:00:00Z,0.04,40564
Chroma Case,Case,2015-12-29T01:00:00Z,0.041,37573
Chroma Case,Case,2015-12-30T01:00:00Z,0.041,36441
Chroma Case,Case,2015-12-31T01:00:00Z,0.036,52900
Chroma Case,Case,2016-01-01T01:00:00Z,0.036,65344
Chroma Case,Case,2016-01-02T01:00:00Z,0.039,46759
Chroma Case,Case,2016-01-03T01:00:00Z,0.04,42976
Chroma Case,Case,2016-01-04T01:00:00Z,0.037,39366
Chroma Case,Case,2016-01-05T01:00:00Z,0.043,33897
Chroma Case,Case,2016-01-06T01:00:00Z,0.043,32144
Chroma Case,Case,2016-01-07T01:00:00Z,0.042,40498
Chroma Case,Case,2016-01-08T01:00:00Z,0.042,47633
Chroma Case,Case,2016-01-09T01:00:00Z,0.043,60611
Chroma Case,Case,2016-01-10T01:00:00Z,0.052,37719
Chroma Case,Case,2016-01-11T01:00:00Z,0.05,31855
Chroma Case,Case,2016-01-12T01:00:00Z,0.052,40567
Chroma Case,Case,2016-01-13T01:00:00Z,0.053,44553
Chroma Case,Case,2016-01-14T01:00:00Z,0.056,36510
Chroma Case,Case,2016-01-15T01:00:00Z,0.056,43292
Chroma Case,Case,2016-01-16T01:00:00Z,0.055,49798
Chroma Case,Case,2016-01-17T01:00:00Z,0.056,42042
Chroma Case,Case,2016-01-18T01:00:00Z,0.054,34367
Chroma Case,Case,2016-01-19T01:00:00Z,0.058,30935
Chroma Case,Case,2016-01-20T01:00:00Z,0.058,28906
Chroma Case,Case,2016-01-21T01:00:00Z,0.057,29728
Chroma Case,Case,2016-01-22T01:00:00Z,0.059,29534
Chroma Case,Case,2016-01-23T01:00:00Z,0.063,31194
Chroma Case,Case,2016-01-24T01:00:00Z,0.059,31351
Chroma Case,Case,2016-01-25T01:00:00Z,0.062,33454
Chroma Case,Case,2016-01-26T01:00:00Z,0.063,32137
Chroma Case,Case,2016-01-27T01:00:00Z,0.063,30450
Chroma Case,Case,2016-01-28T01:00:00Z,0.061,25736
Chroma Case,Case,2016-01-29T01:00:00Z,0.061,32153
Chroma Case,Case,2016-01-30T01:00:00Z,0.064,35460
Chroma Case,Case,2016-01-31T01:00:00Z,0.063,33441
Chroma Case,Case,2016-02-01T01:00:00Z,0.061,31922
Chroma Case,Case,2016-02-02T01:00:00Z,0.06,28713
Chroma Case,Case,2016-02-03T01:00:00Z,0.061,25243
Chroma Case,Case,2016-02-04T01:00:00Z,0.064,27144
Chroma Case,Case,2016-02-05T01:00:00Z,0.064,33699
Chroma Case,Case,2016-02-06T01:00:00Z,0.059,36893
Chroma Case,Case,2016-02-07T01:00:00Z,0.056,33042
Chroma Case,Case,2016-02-08T01:00:00Z,0.056,26295
Chroma Case,Case,2016-02-09T01:00:00Z,0.056,25321
Chroma Case,Case,2016-02-10T01:00:00Z,0.055,24433
Chroma Case,Case,2016-02-11T01:00:00Z,0.056,24730
Chroma Case,Case,2016-02-12T01:00:00Z,0.056,25255
Chroma Case,Case,2016-02-13T01:00:00Z,0.057,26446
Chroma Case,Case,2016-02-14T01:00:00Z,0.059,31185
Chroma Case,Case,2016-02-15T01:00:00Z,0.062,21964
Chroma Case,Case,2016-02-16T01:00:00Z,0.064,22726
Chroma Case,Case,2016-02-17T01:00:00Z,0.062,22640
Chroma Case,Case,2016-02-18T01:00:00Z,0.06,47550
Chroma Case,Case,2016-02-19T01:00:00Z,0.06,28045
Chroma Case,Case,2016-02-20T01:00:00Z,0.058,30451
Chroma Case,Case,2016-02-21T01:00:00Z,0.057,28856
Chroma Case,Case,2016-02-22T01:00:00Z,0.057,27389
Chroma Case,Case,2016-02-23T01:00:00Z,0.06,22254
Chroma Case,Case,2016-02-24T01:00:00Z,0.065,25412
Chroma Case,Case,2016-02-25T01:00:00Z,0.063,28391
Chroma Case,Case,2016-02-26T01:00:00Z,0.065,25248
Chroma Case,Case,2016-02-27T01:00:00Z,0.067,33858
Chroma Case,Case,2016-02-28T01:00:00Z,0.067,23669
Chroma Case,Case,2016-02-29T01:00:00Z,0.066,30319
Chroma Case,Case,2016-03-01T01:00:00Z,0.067,25665
Chroma Case,Case,2016-03-02T01:00:00Z,0.065,28224
Chroma Case,Case,2016-03-03T01:00:00Z,0.063,29040
Chroma Case,Case,2016-03-04T01:00:00Z,0.064,26407
Chroma Case,Case,2016-03-05T01:00:00Z,0.067,28810
Chroma Case,Case,2016-03-06T01:00:00Z,0.064,24861
Chroma Case,Case,2016-03-07T01:00:00Z,0.066,21294
Chroma Case,Case,2016-03-08T01:00:00Z,0.064,21357
Chroma Case,Case,2016-03-09T01:00:00Z,0.063,16815
Chroma Case,Case,2016-03-10T01:00:00Z,0.071,17893
Chroma Case,Case,2016-03-11T01:00:00Z,0.077,18181
Chroma Case,Case,2016-03-12T01:00:00Z,0.08,27113
Chroma Case,Case,2016-03-13T01:00:00Z,0.078,25081
Chroma Case,Case,2016-03-14T01:00:00Z,0.089,115500
Chroma Case,Case,2016-03-15T01:00:00Z,0.116,52393
Chroma Case,Case,2016-03-16T01:00:00Z,0.111,26737
Chroma Case,Case,2016-03-17T01:00:00Z,0.114,23496
Chroma Case,Case,2016-03-18T01:00:00Z,0.114,22007
Chroma Case,Case,2016-03-19T01:00:00Z,0.115,21541
