Case,Item_Type,date,price_usd,volume
Chroma Case,Case,2018-12-22T01:00:00Z,0.07,2703
Chroma Case,Case,2018-12-23T01:00:00Z,0.068,2493
Chroma Case,Case,2018-12-24T01:00:00Z,0.067,2470
Chroma Case,Case,2018-12-25T01:00:00Z,0.073,2553
Chroma Case,Case,2018-12-26T01:00:00Z,0.076,3290
Chroma Case,Case,2018-12-27T01:00:00Z,0.08,2957
Chroma Case,Case,2018-12-28T01:00:00Z,0.081,2949
Chroma Case,Case,2018-12-29T01:00:00Z,0.076,2496
Chroma Case,Case,2018-12-30T01:00:00Z,0.072,2016
Chroma Case,Case,2018-12-31T01:00:00Z,0.075,2701
Chroma Case,Case,2019-01-01T01:00:00Z,0.079,2167
Chroma Case,Case,2019-01-02T01:00:00Z,0.081,2668
Chroma Case,Case,2019-01-03T01:00:00Z,0.075,2495
Chroma Case,Case,2019-01-04T01:00:00Z,0.078,2469
Chroma Case,Case,2019-01-05T01:00:00Z,0.084,3078
Chroma Case,Case,2019-01-06T01:00:00Z,0.081,3565
Chroma Case,Case,2019-01-07T01:00:00Z,0.088,3074
Chroma Case,Case,2019-01-08T01:00:00Z,0.08,2061
Chroma Case,Case,2019-01-09T01:00:00Z,0.077,3050
Chroma Case,Case,2019-01-10T01:00:00Z,0.074,2651
Chroma Case,Case,2019-01-11T01:00:00Z,0.074,2946
Chroma Case,Case,2019-01-12T01:00:00Z,0.075,3293
Chroma Case,Case,2019-01-13T01:00:00Z,0.077,3279
Chroma Case,Case,2019-01-14T01:00:00Z,0.083,2471
Chroma Case,Case,2019-01-15T01:00:00Z,0.079,2515
Chroma Case,Case,2019-01-16T01:00:00Z,0.079,2385
Chroma Case,Case,2019-01-17T01:00:00Z,0.083,2247
Chroma Case,Case,2019-01-18T01:00:00Z,0.083,2564
Chroma Case,Case,2019-01-19T01:00:00Z,0.087,2547
Chroma Case,Case,2019-01-20T01:00:00Z,0.087,2777
Chroma Case,Case,2019-01-21T01:00:00Z,0.084,1939
Chroma Case,Case,2019-01-22T01:00:00Z,0.083,1934
Chroma Case,Case,2019-01-23T01:00:00Z,0.084,1994
Chroma Case,Case,2019-01-24T01:00:00Z,0.089,3101
Chroma Case,Case,2019-01-25T01:00:00Z,0.088,2359
Chroma Case,Case,2019-01-26T01:00:00Z,0.085,2638
Chroma Case,Case,2019-01-27T01:00:00Z,0.083,3096
Chroma Case,Case,2019-01-28T01:00:00Z,0.087,2360
Chroma Case,Case,2019-01-29T01:00:00Z,0.091,2562
Chroma Case,Case,2019-01-30T01:00:00Z,0.083,2828
Chroma Case,Case,2019-01-31T01:00:00Z,0.088,2380
Chroma Case,Case,2019-02-01T01:00:00Z,0.091,4209
Chroma Case,Case,2019-02-02T01:00:00Z,0.089,3977
Chroma Case,Case,2019-02-03T01:00:00Z,0.085,2959
Chroma Case,Case,2019-02-04T01:00:00Z,0.085,2765
Chroma Case,Case,2019-02-05T01:00:00Z,0.085,2543
Chroma Case,Case,2019-02-06T01:00:00Z,0.085,2797
Chroma Case,Case,2019-02-07T01:00:00Z,0.087,2389
Chroma Case,Case,2019-02-08T01:00:00Z,0.09,2832
Chroma Case,Case,2019-02-09T01:00:00Z,0.088,2555
Chroma Case,Case,2019-02-10T01:00:00Z,0.084,3085
Chroma Case,Case,2019-02-11T01:00:00Z,0.082,2142
Chroma Case,Case,2019-02-12T01:00:00Z,0.087,1844
Chroma Case,Case,2019-02-13T01:00:00Z,0.085,2744
Chroma Case,Case,2019-02-14T01:00:00Z,0.087,2330
Chroma Case,Case,2019-02-15T01:00:00Z,0.087,1804
Chroma Case,Case,2019-02-16T01:00:00Z,0.084,3246
Chroma Case,Case,2019-02-17T01:00:00Z,0.086,2254
Chroma Case,Case,2019-02-18T01:00:00Z,0.086,2307
Chroma Case,Case,2019-02-19T01:00:00Z,0.086,1833
Chroma Case,Case,2019-02-20T01:00:00Z,0.089,1580
Chroma Case,Case,2019-02-21T01:00:00Z,0.087,3215
Chroma Case,Case,2019-02-22T01:00:00Z,0.09,3111
Chroma Case,Case,2019-02-23T01:00:00Z,0.09,2642
Chroma Case,Case,2019-02-24T01:00:00Z,0.087,2818
Chroma Case,Case,2019-02-25T01:00:00Z,0.086,2297
Chroma Case,Case,2019-02-26T01:00:00Z,0.089,2664
Chroma Case,Case,2019-02-27T01:00:00Z,0.087,2897
Chroma Case,Case,2019-02-28T01:00:00Z,0.09,2537
Chroma Case,Case,2019-03-01T01:00:00Z,0.089,2318
Chroma Case,Case,2019-03-02T01:00:00Z,0.09,3321
Chroma Case,Case,2019-03-03T01:00:00Z,0.084,3151
Chroma Case,Case,2019-03-04T01:00:00Z,0.087,2291
Chroma Case,Case,2019-03-05T01:00:00Z,0.089,2340
Chroma Case,Case,2019-03-06T01:00:00Z,0.085,2732
Chroma Case,Case,2019-03-07T01:00:00Z,0.086,2247
Chroma Case,Case,2019-03-08T01:00:00Z,0.083,3119
Chroma Case,Case,2019-03-09T01:00:00Z,0.089,2520
Chroma Case,Case,2019-03-10T01:00:00Z,0.088,2869
Chroma Case,Case,2019-03-11T01:00:00Z,0.085,2057
Chroma Case,Case,2019-03-12T01:00:00Z,0.089,2126
Chroma Case,Case,2019-03-13T01:00:00Z,0.091,2028
Chroma Case,Case,2019-03-14T01:00:00Z,0.092,2577
Chroma Case,Case,2019-03-15T01:00:00Z,0.089,3697
Chroma Case,Case,2019-03-16T01:00:00Z,0.093,4869
Chroma Case,Case,2019-03-17T01:00:00Z,0.094,3605
Chroma Case,Case,2019-03-18T01:00:00Z,0.094,3489
Chroma Case,Case,2019-03-19T01:00:00Z,0.095,3257
Chroma Case,Case,2019-03-20T01:00:00Z,0.096,2811
Chroma Case,Case,2019-03-21T01:00:00Z,0.101,4982
Chroma Case,Case,2019-03-22T01:00:00Z,0.103,3144
Chroma Case,Case,2019-03-23T01:00:00Z,0.104,3798
Chroma Case,Case,2019-03-24T01:00:00Z,0.096,3038
Chroma Case,Case,2019-03-25T01:00:00Z,0.1,2895
Chroma Case,Case,2019-03-26T01:00:00Z,0.103,2948
Chroma Case,Case,2019-03-27T01:00:00Z,0.105,5853
Chroma Case,Case,2019-03-28T01:00:00Z,0.11,2873
Chroma Case,Case,2019-03-29T01:00:00Z,0.11,6645
Chroma Case,Case,2019-03-30T01:00:00Z,0.118,3477
Chroma Case,Case,2019-03-31T01:00:00Z,0.122,3152
Chroma Case,Case,2019-04-01T01:00:00Z,0.117,2652
Chroma Case,Case,2019-04-02T01:00:00Z,0.114,3150
Chroma Case,Case,2019-04-03T01:00:00Z,0.122,2901
Chroma Case,Case,2019-04-04T01:00:00Z,0.117,2220
Chroma Case,Case,2019-04-05T01:00:00Z,0.122,2210
Chroma Case,Case,2019-04-06T01:00:00Z,0.119,2528
Chroma Case,Case,2019-04-07T01:00:00Z,0.117,4094
Chroma Case,Case,2019-04-08T01:00:00Z,0.123,3988
Chroma Case,Case,2019-04-09T01:00:00Z,0.123,4648
Chroma Case,Case,2019-04-10T01:00:00Z,0.123,3522
Chroma Case,Case,2019-04-11T01:00:00Z,0.121,3753
Chroma Case,Case,2019-04-12T01:00:00Z,0.124,3871
Chroma Case,Case,2019-04-13T01:00:00Z,0.127,5756
Chroma Case,Case,2019-04-14T01:00:00Z,0.13,6023
Chroma Case,Case,2019-04-15T01:00:00Z,0.145,7545
Chroma Case,Case,2019-04-16T01:00:00Z,0.16,3946
Chroma Case,Case,2019-04-17T01:00:00Z,0.168,2852
Chroma Case,Case,2019-04-18T01:00:00Z,0.162,2855
Chroma Case,Case,2019-04-19T01:00:00Z,0.163,2813
Chroma Case,Case,2019-04-20T01:00:00Z,0.162,2624
Chroma Case,Case,2019-04-21T01:00:00Z,0.157,2999
Chroma Case,Case,2019-04-22T01:00:00Z,0.148,3457
Chroma Case,Case,2019-04-23T01:00:00Z,0.139,2898
Chroma Case,Case,2019-04-24T01:00:00Z,0.153,2686
Chroma Case,Case,2019-04-25T01:00:00Z,0.152,1826
Chroma Case,Case,2019-04-26T01:00:00Z,0.15,3330
Chroma Case,Case,2019-04-27T01:00:00Z,0.14,2885
Chroma Case,Case,2019-04-28T01:00:00Z,0.145,2954
Chroma Case,Case,2019-04-29T01:00:00Z,0.152,3441
Chroma Case,Case,2019-04-30T01:00:00Z,0.15,2972
Chroma Case,Case,2019-05-01T01:00:00Z,0.14,2248
Chroma Case,Case,2019-05-02T01:00:00Z,0.148,2983
Chroma Case,Case,2019-05-03T01:00:00Z,0.148,3196
Chroma Case,Case,2019-05-04T01:00:00Z,0.148,2389
Chroma Case,Case,2019-05-05T01:00:00Z,0.144,2162
Chroma Case,Case,2019-05-06T01:00:00Z,0.144,2562
Chroma Case,Case,2019-05-07T01:00:00Z,0.137,3019
Chroma Case,Case,2019-05-08T01:00:00Z,0.13,4193
Chroma Case,Case,2019-05-09T01:00:00Z,0.129,3512
Chroma Case,Case,2019-05-10T01:00:00Z,0.129,2850
Chroma Case,Case,2019-05-11T01:00:00Z,0.131,2408
Chroma Case,Case,2019-05-12T01:00:00Z,0.128,3663
Chroma Case,Case,2019-05-13T01:00:00Z,0.131,2006
Chroma Case,Case,2019-05-14T01:00:00Z,0.137,2377
Chroma Case,Case,2019-05-15T01:00:00Z,0.139,2793
Chroma Case,Case,2019-05-16T01:00:00Z,0.139,2596
Chroma Case,Case,2019-05-17T01:00:00Z,0.144,2950
Chroma Case,Case,2019-05-18T01:00:00Z,0.142,3318
Chroma Case,Case,2019-05-19T01:00:00Z,0.146,2887
Chroma Case,Case,2019-05-20T01:00:00Z,0.146,2143
Chroma Case,Case,2019-05-21T01:00:00Z,0.147,2486
Chroma Case,Case,2019-05-22T01:00:00Z,0.145,2332
Chroma Case,Case,2019-05-23T01:00:00Z,0.147,3084
Chroma Case,Case,2019-05-24T01:00:00Z,0.15,3106
Chroma Case,Case,2019-05-25T01:00:00Z,0.154,3666
Chroma Case,Case,2019-05-26T01:00:00Z,0.155,3328
Chroma Case,Case,2019-05-27T01:00:00Z,0.16,3327
Chroma Case,Case,2019-05-28T01:00:00Z,0.158,3947
Chroma Case,Case,2019-05-29T01:00:00Z,0.161,3004
Chroma Case,Case,2019-05-30T01:00:00Z,0.163,4375
Chroma Case,Case,2019-05-31T01:00:00Z,0.169,10047
Chroma Case,Case,2019-06-01T01:00:00Z,0.191,4688
Chroma Case,Case,2019-06-02T01:00:00Z,0.202,4864
Chroma Case,Case,2019-06-03T01:00:00Z,0.204,3998
Chroma Case,Case,2019-06-04T01:00:00Z,0.204,3802
Chroma Case,Case,2019-06-05T01:00:00Z,0.199,2377
Chroma Case,Case,2019-06-06T01:00:00Z,0.211,5718
Chroma Case,Case,2019-06-07T01:00:00Z,0.217,3366
Chroma Case,Case,2019-06-08T01:00:00Z,0.208,3377
Chroma Case,Case,2019-06-09T01:00:00Z,0.206,3929
Chroma Case,Case,2019-06-10T01:00:00Z,0.2,3845
Chroma Case,Case,2019-06-11T01:00:00Z,0.195,2346
Chroma Case,Case,2019-06-12T01:00:00Z,0.187,2260
Chroma Case,Case,2019-06-13T01:00:00Z,0.184,3194
Chroma Case,Case,2019-06-14T01:00:00Z,0.185,2492
Chroma Case,Case,2019-06-15T01:00:00Z,0.178,3039
Chroma Case,Case,2019-06-16T01:00:00Z,0.177,2907
Chroma Case,Case,2019-06-17T01:00:00Z,0.176,2971
Chroma Case,Case,2019-06-18T01:00:00Z,0.177,2860
Chroma Case,Case,2019-06-19T01:00:00Z,0.186,3042
Chroma Case,Case,2019-06-20T01:00:00Z,0.17,2969
Chroma Case,Case,2019-06-21T01:00:00Z,0.184,3113
Chroma Case,Case,2019-06-22T01:00:00Z,0.194,3215
Chroma Case,Case,2019-06-23T01:00:00Z,0.195,2945
Chroma Case,Case,2019-06-24T01:00:00Z,0.194,2385
Chroma Case,Case,2019-06-25T01:00:00Z,0.2,5631
Chroma Case,Case,2019-06-26T01:00:00Z,0.185,3395
Chroma Case,Case,2019-06-27T01:00:00Z,0.172,2703
Chroma Case,Case,2019-06-28T01:00:00Z,0.181,2665
Chroma Case,Case,2019-06-29T01:00:00Z,0.185,2955
Chroma Case,Case,2019-06-30T01:00:00Z,0.176,3398
Chroma Case,Case,2019-07-01T01:00:00Z,0.179,3736
Chroma Case,Case,2019-07-02T01:00:00Z,0.176,3149
Chroma Case,Case,2019-07-03T01:00:00Z,0.177,4076
Chroma Case,Case,2019-07-04T01:00:00Z,0.175,3412
Chroma Case,Case,2019-07-05T01:00:00Z,0.181,3941
Chroma Case,Case,2019-07-06T01:00:00Z,0.188,3028
Chroma Case,Case,2019-07-07T01:00:00Z,0.183,4022
Chroma Case,Case,2019-07-08T01:00:00Z,0.176,3135
Chroma Case,Case,2019-07-09T01:00:00Z,0.182,3614
Chroma Case,Case,2019-07-10T01:00:00Z,0.185,3226
Chroma Case,Case,2019-07-11T01:00:00Z,0.19,3293
Chroma Case,Case,2019-07-12T01:00:00Z,0.195,2731
Chroma Case,Case,2019-07-13T01:00:00Z,0.196,3979
Chroma Case,Case,2019-07-14T01:00:00Z,0.194,2715
Chroma Case,Case,2019-07-15T01:00:00Z,0.188,2556
Chroma Case,Case,2019-07-16T01:00:00Z,0.189,3155
Chroma Case,Case,2019-07-17T01:00:00Z,0.184,2529
Chroma Case,Case,2019-07-18T01:00:00Z,0.194,2678
Chroma Case,Case,2019-07-19T01:00:00Z,0.193,2341
Chroma Case,Case,2019-07-20T01:00:00Z,0.19,2867
Chroma Case,Case,2019-07-21T01:00:00Z,0.188,2949
Chroma Case,Case,2019-07-22T01:00:00Z,0.18,3105
Chroma Case,Case,2019-07-23T01:00:00Z,0.177,4477
Chroma Case,Case,2019-07-24T01:00:00Z,0.176,2834
Chroma Case,Case,2019-07-25T01:00:00Z,0.184,3641
Chroma Case,Case,2019-07-26T01:00:00Z,0.181,2662
Chroma Case,Case,2019-07-27T01:00:00Z,0.185,2897
Chroma Case,Case,2019-07-28T01:00:00Z,0.18,2509
Chroma Case,Case,2019-07-29T01:00:00Z,0.182,2735
Chroma Case,Case,2019-07-30T01:00:00Z,0.182,2472
Chroma Case,Case,2019-07-31T01:00:00Z,0.182,3572
Chroma Case,Case,2019-08-01T01:00:00Z,0.188,4354
Chroma Case,Case,2019-08-02T01:00:00Z,0.191,4358
Chroma Case,Case,2019-08-03T01:00:00Z,0.197,3593
Chroma Case,Case,2019-08-04T01:00:00Z,0.2,3091
Chroma Case,Case,2019-08-05T01:00:00Z,0.202,3928
Chroma Case,Case,2019-08-06T01:00:00Z,0.205,2907
Chroma Case,Case,2019-08-07T01:00:00Z,0.204,3221
Chroma Case,Case,2019-08-08T01:00:00Z,0.204,3805
Chroma Case,Case,2019-08-09T01:00:00Z,0.208,3105
Chroma Case,Case,2019-08-10T01:00:00Z,0.208,2672
Chroma Case,Case,2019-08-11T01:00:00Z,0.201,4281
Chroma Case,Case,2019-08-12T01:00:00Z,0.203,3746
Chroma Case,Case,2019-08-13T01:00:00Z,0.202,3301
Chroma Case,Case,2019-08-14T01:00:00Z,0.2,2935
Chroma Case,Case,2019-08-15T01:00:00Z,0.196,3236
Chroma Case,Case,2019-08-16T01:00:00Z,0.194,2907
Chroma Case,Case,2019-08-17T01:00:00Z,0.195,3092
Chroma Case,Case,2019-08-18T01:00:00Z,0.192,3827
Chroma Case,Case,2019-08-19T01:00:00Z,0.192,3382
Chroma Case,Case,2019-08-20T01:00:00Z,0.189,3219
Chroma Case,Case,2019-08-21T01:00:00Z,0.185,2485
Chroma Case,Case,2019-08-22T01:00:00Z,0.191,5727
Chroma Case,Case,2019-08-23T01:00:00Z,0.195,2723
Chroma Case,Case,2019-08-24T01:00:00Z,0.19,3574
Chroma Case,Case,2019-08-25T01:00:00Z,0.185,3160
Chroma Case,Case,2019-08-26T01:00:00Z,0.178,3187
Chroma Case,Case,2019-08-27T01:00:00Z,0.183,2657
Chroma Case,Case,2019-08-28T01:00:00Z,0.189,2389
Chroma Case,Case,2019-08-29T01:00:00Z,0.18,2904
Chroma Case,Case,2019-08-30T01:00:00Z,0.179,2670
Chroma Case,Case,2019-08-31T01:00:00Z,0.179,5296
Chroma Case,Case,2019-09-01T01:00:00Z,0.179,3580
Chroma Case,Case,2019-09-02T01:00:00Z,0.178,2871
Chroma Case,Case,2019-09-03T01:00:00Z,0.177,2954
Chroma Case,Case,2019-09-04T01:00:00Z,0.183,3400
Chroma Case,Case,2019-09-05T01:00:00Z,0.183,3284
Chroma Case,Case,2019-09-06T01:00:00Z,0.185,4859
Chroma Case,Case,2019-09-07T01:00:00Z,0.179,7766
Chroma Case,Case,2019-09-08T01:00:00Z,0.168,5219
Chroma Case,Case,2019-09-09T01:00:00Z,0.172,2960
Chroma Case,Case,2019-09-10T01:00:00Z,0.177,3627
Chroma Case,Case,2019-09-11T01:00:00Z,0.178,3907
Chroma Case,Case,2019-09-12T01:00:00Z,0.182,3685
Chroma Case,Case,2019-09-13T01:00:00Z,0.177,3173
Chroma Case,Case,2019-09-14T01:00:00Z,0.181,4161
Chroma Case,Case,2019-09-15T01:00:00Z,0.18,5230
Chroma Case,Case,2019-09-16T01:00:00Z,0.187,3028
Chroma Case,Case,2019-09-17T01:00:00Z,0.189,3643
Chroma Case,Case,2019-09-18T01:00:00Z,0.185,2414
Chroma Case,Case,2019-09-19T01:00:00Z,0.193,2836
Chroma Case,Case,2019-09-20T01:00:00Z,0.193,3308
Chroma Case,Case,2019-09-21T01:00:00Z,0.196,3363
Chroma Case,Case,2019-09-22T01:00:00Z,0.191,3068
Chroma Case,Case,2019-09-23T01:00:00Z,0.188,3648
Chroma Case,Case,2019-09-24T01:00:00Z,0.187,3380
Chroma Case,Case,2019-09-25T01:00:00Z,0.193,3025
Chroma Case,Case,2019-09-26T01:00:00Z,0.194,3561
Chroma Case,Case,2019-09-27T01:00:00Z,0.199,3729
Chroma Case,Case,2019-09-28T01:00:00Z,0.201,4741
Chroma Case,Case,2019-09-29T01:00:00Z,0.201,4031
Chroma Case,Case,2019-09-30T01:00:00Z,0.206,3102
Chroma Case,Case,2019-10-01T01:00:00Z,0.21,4600
Chroma Case,Case,2019-10-02T01:00:00Z,0.207,3041
Chroma Case,Case,2019-10-03T01:00:00Z,0.213,5235
Chroma Case,Case,2019-10-04T01:00:00Z,0.209,3189
Chroma Case,Case,2019-10-05T01:00:00Z,0.211,3198
Chroma Case,Case,2019-10-06T01:00:00Z,0.215,4102
Chroma Case,Case,2019-10-07T01:00:00Z,0.216,3471
Chroma Case,Case,2019-10-08T01:00:00Z,0.203,7008
Chroma Case,Case,2019-10-09T01:00:00Z,0.209,3061
Chroma Case,Case,2019-10-10T01:00:00Z,0.204,3777
Chroma Case,Case,2019-10-11T01:00:00Z,0.212,9151
Chroma Case,Case,2019-10-12T01:00:00Z,0.214,4460
Chroma Case,Case,2019-10-13T01:00:00Z,0.21,5283
Chroma Case,Case,2019-10-14T01:00:00Z,0.215,4641
Chroma Case,Case,2019-10-15T01:00:00Z,0.212,3228
Chroma Case,Case,2019-10-16T01:00:00Z,0.211,3981
Chroma Case,Case,2019-10-17T01:00:00Z,0.204,2884
Chroma Case,Case,2019-10-18T01:00:00Z,0.193,4486
Chroma Case,Case,2019-10-19T01:00:00Z,0.187,4365
Chroma Case,Case,2019-10-20T01:00:00Z,0.187,4938
Chroma Case,Case,2019-10-21T01:00:00Z,0.194,3062
Chroma Case,Case,2019-10-22T01:00:00Z,0.206,5150
Chroma Case,Case,2019-10-23T01:00:00Z,0.188,2444
Chroma Case,Case,2019-10-24T01:00:00Z,0.189,2936
Chroma Case,Case,2019-10-25T01:00:00Z,0.204,3962
Chroma Case,Case,2019-10-26T01:00:00Z,0.199,3073
Chroma Case,Case,2019-10-27T01:00:00Z,0.181,2819
Chroma Case,Case,2019-10-28T01:00:00Z,0.188,3515
Chroma Case,Case,2019-10-29T01:00:00Z,0.187,5547
Chroma Case,Case,2019-10-30T01:00:00Z,0.164,2784
Chroma Case,Case,2019-10-31T01:00:00Z,0.166,3332
Chroma Case,Case,2019-11-01T01:00:00Z,0.176,3389
Chroma Case,Case,2019-11-02T01:00:00Z,0.187,2975
Chroma Case,Case,2019-11-03T01:00:00Z,0.184,2917
Chroma Case,Case,2019-11-04T01:00:00Z,0.179,2562
Chroma Case,Case,2019-11-05T01:00:00Z,0.184,3109
Chroma Case,Case,2019-11-06T01:00:00Z,0.184,2270
Chroma Case,Case,2019-11-07T01:00:00Z,0.186,2726
Chroma Case,Case,2019-11-08T01:00:00Z,0.178,2450
Chroma Case,Case,2019-11-09T01:00:00Z,0.177,2854
Chroma Case,Case,2019-11-10T01:00:00Z,0.186,3634
Chroma Case,Case,2019-11-11T01:00:00Z,0.18,2492
Chroma Case,Case,2019-11-12T01:00:00Z,0.17,2548
Chroma Case,Case,2019-11-13T01:00:00Z,0.18,1960
Chroma Case,Case,2019-11-14T01:00:00Z,0.188,2179
Chroma Case,Case,2019-11-15T01:00:00Z,0.194,3139
Chroma Case,Case,2019-11-16T01:00:00Z,0.189,2941
Chroma Case,Case,2019-11-17T01:00:00Z,0.196,3195
Chroma Case,Case,2019-11-18T01:00:00Z,0.197,2147
Chroma Case,Case,2019-11-19T01:00:00Z,0.156,4722
Chroma Case,Case,2019-11-20T01:00:00Z,0.156,1990
Chroma Case,Case,2019-11-21T01:00:00Z,0.164,2349
Chroma Case,Case,2019-11-22T01:00:00Z,0.172,2529
Chroma Case,Case,2019-11-23T01:00:00Z,0.182,3358
Chroma Case,Case,2019-11-24T01:00:00Z,0.179,2506
Chroma Case,Case,2019-11-25T01:00:00Z,0.178,2563
Chroma Case,Case,2019-11-26T01:00:00Z,0.173,3219
Chroma Case,Case,2019-11-27T01:00:00Z,0.178,3009
Chroma Case,Case,2019-11-28T01:00:00Z,0.177,3014
Chroma Case,Case,2019-11-29T01:00:00Z,0.177,2926
Chroma Case,Case,2019-11-30T01:00:00Z,0.171,4397
Chroma Case,Case,2019-12-01T01:00:00Z,0.168,3979
Chroma Case,Case,2019-12-02T01:00:00Z,0.172,2657
Chroma Case,Case,2019-12-03T01:00:00Z,0.169,2329
Chroma Case,Case,2019-12-04T01:00:00Z,0.178,2805
Chroma Case,Case,2019-12-05T01:00:00Z,0.179,3218
Chroma Case,Case,2019-12-06T01:00:00Z,0.184,2702
Chroma Case,Case,2019-12-07T01:00:00Z,0.181,3598
Chroma Case,Case,2019-12-08T01:00:00Z,0.177,3363
Chroma Case,Case,2019-12-09T01:00:00Z,0.174,2484
Chroma Case,Case,2019-12-10T01:00:00Z,0.182,3153
Chroma Case,Case,2019-12-11T01:00:00Z,0.181,2997
Chroma Case,Case,2019-12-12T01:00:00Z,0.184,2776
Chroma Case,Case,2019-12-13T01:00:00Z,0.19,4055
Chroma Case,Case,2019-12-14T01:00:00Z,0.197,2859
Chroma Case,Case,2019-12-15T01:00:00Z,0.194,2980
Chroma Case,Case,2019-12-16T01:00:00Z,0.2,3373
Chroma Case,Case,2019-12-17T01:00:00Z,0.205,3407
Chroma Case,Case,2019-12-18T01:00:00Z,0.216,3580
Chroma Case,Case,2019-12-19T01:00:00Z,0.221,4596
Chroma Case,Case,2019-12-20T01:00:00Z,0.211,4038
Chroma Case,Case,2019-12-21T01:00:00Z,0.215,3354
Chroma Case,Case,2019-12-22T01:00:00Z,0.207,4323
Chroma Case,Case,2019-12-23T01:00:00Z,0.221,3765
Chroma Case,Case,2019-12-24T01:00:00Z,0.226,4701
Chroma Case,Case,2019-12-25T01:00:00Z,0.234,4475
Chroma Case,Case,2019-12-26T01:00:00Z,0.235,5373
Chroma Case,Case,2019-12-27T01:00:00Z,0.228,3737
Chroma Case,Case,2019-12-28T01:00:00Z,0.243,5085
Chroma Case,Case,2019-12-29T01:00:00Z,0.238,4188
Chroma Case,Case,2019-12-30T01:00:00Z,0.235,3310
Chroma Case,Case,2019-12-31T01:00:00Z,0.24,3359
Chroma Case,Case,2020-01-01T01:00:00Z,0.249,4614
Chroma Case,Case,2020-01-02T01:00:00Z,0.242,4892
Chroma Case,Case,2020-01-03T01:00:00Z,0.263,6236
Chroma Case,Case,2020-01-04T01:00:00Z,0.29,6783
Chroma Case,Case,2020-01-05T01:00:00Z,0.318,5456
Chroma Case,Case,2020-01-06T01:00:00Z,0.328,4478
Chroma Case,Case,2020-01-07T01:00:00Z,0.334,4935
Chroma Case,Case,2020-01-08T01:00:00Z,0.332,6251
Chroma Case,Case,2020-01-09T01:00:00Z,0.323,4950
Chroma Case,Case,2020-01-10T01:00:00Z,0.329,4251
Chroma Case,Case,2020-01-11T01:00:00Z,0.322,3459
Chroma Case,Case,2020-01-12T01:00:00Z,0.318,3703
Chroma Case,Case,2020-01-13T01:00:00Z,0.32,2941
Chroma Case,Case,2020-01-14T01:00:00Z,0.31,2532
Chroma Case,Case,2020-01-15T01:00:00Z,0.309,3517
Chroma Case,Case,2020-01-16T01:00:00Z,0.323,6618
Chroma Case,Case,2020-01-17T01:00:00Z,0.326,3431
Chroma Case,Case,2020-01-18T01:00:00Z,0.355,8969
Chroma Case,Case,2020-01-19T01:00:00Z,0.413,8845
Chroma Case,Case,2020-01-20T01:00:00Z,0.422,4607
Chroma Case,Case,2020-01-21T01:00:00Z,0.401,4464
Chroma Case,Case,2020-01-22T01:00:00Z,0.402,4983
Chroma Case,Case,2020-01-23T01:00:00Z,0.411,5259
Chroma Case,Case,2020-01-24T01:00:00Z,0.408,4817
Chroma Case,Case,2020-01-25T01:00:00Z,0.396,4656
Chroma Case,Case,2020-01-26T01:00:00Z,0.38,5054
Chroma Case,Case,2020-01-27T01:00:00Z,0.365,3374
Chroma Case,Case,2020-01-28T01:00:00Z,0.373,3931
Chroma Case,Case,2020-01-29T01:00:00Z,0.366,5079
Chroma Case,Case,2020-01-30T01:00:00Z,0.369,4448
Chroma Case,Case,2020-01-31T01:00:00Z,0.38,4489
Chroma Case,Case,2020-02-01T01:00:00Z,0.384,5238
Chroma Case,Case,2020-02-02T01:00:00Z,0.386,4507
Chroma Case,Case,2020-02-03T01:00:00Z,0.373,4551
Chroma Case,Case,2020-02-04T01:00:00Z,0.381,3601
Chroma Case,Case,2020-02-05T01:00:00Z,0.389,4166
Chroma Case,Case,2020-02-06T01:00:00Z,0.379,3712
Chroma Case,Case,2020-02-07T01:00:00Z,0.381,4106
Chroma Case,Case,2020-02-08T01:00:00Z,0.366,5911
Chroma Case,Case,2020-02-09T01:00:00Z,0.346,4349
Chroma Case,Case,2020-02-10T01:00:00Z,0.328,3700
Chroma Case,Case,2020-02-11T01:00:00Z,0.338,3643
Chroma Case,Case,2020-02-12T01:00:00Z,0.356,3289
Chroma Case,Case,2020-02-13T01:00:00Z,0.355,3706
Chroma Case,Case,2020-02-14T01:00:00Z,0.363,4467
Chroma Case,Case,2020-02-15T01:00:00Z,0.362,4372
Chroma Case,Case,2020-02-16T01:00:00Z,0.348,4799
Chroma Case,Case,2020-02-17T01:00:00Z,0.344,4739
Chroma Case,Case,2020-02-18T01:00:00Z,0.347,3760
Chroma Case,Case,2020-02-19T01:00:00Z,0.354,3675
Chroma Case,Case,2020-02-20T01:00:00Z,0.341,8278
Chroma Case,Case,2020-02-21T01:00:00Z,0.348,6228
Chroma Case,Case,2020-02-22T01:00:00Z,0.35,3682
Chroma Case,Case,2020-02-23T01:00:00Z,0.348,4119
Chroma Case,Case,2020-02-24T01:00:00Z,0.351,3897
Chroma Case,Case,2020-02-25T01:00:00Z,0.344,4372
Chroma Case,Case,2020-02-26T01:00:00Z,0.35,4189
Chroma Case,Case,2020-02-27T01:00:00Z,0.357,4236
Chroma Case,Case,2020-02-28T01:00:00Z,0.352,3773
Chroma Case,Case,2020-02-29T01:00:00Z,0.357,4001
Chroma Case,Case,2020-03-01T01:00:00Z,0.35,5235
